904	264	0
516	296	0
915	269	0
515	297	0
950	277	0
513	298	0
998	277	0
513	298	0
1049	295	0
511	295	0
1099	312	0
513	295	0
1134	338	0
512	295	0
1156	351	0
1159	349	0
511	296	0
1238	416	1
513	295	0
1231	430	1
1252	476	1
1263	466	1
512	291	0
1269	464	1
510	289	0
1295	502	1
509	288	0
510	285	0
510	283	0
513	285	0
1400	582	1
514	285	0
1383	552	1
1379	564	1
514	286	0
1354	522	1
1358	568	1
1316	624	1
514	287	0
1332	505	1
1336	535	1
1299	607	1
514	287	0
1313	505	1
1311	493	1
514	290	0
1290	490	1
513	291	0
1238	467	1
1223	442	1
512	293	0
1185	417	1
1214	423	1
1236	502	1
510	294	0
1196	373	0
1183	381	1
509	295	0
1196	360	0
1138	347	0
508	297	0
1131	318	0
505	297	0
1074	281	0
505	299	0
1019	252	0
504	298	0
972	241	0
504	298	0
936	237	0
501	299	0
914	240	0
926	233	0
500	299	0
910	241	0
904	243	0
499	300	0
893	246	0
898	248	0
502	300	0
893	248	0
501	303	0
905	244	0
498	304	0
946	243	0
955	256	0
497	309	0
980	258	0
496	310	0
1025	274	0
492	314	0
1067	290	0
492	316	0
1107	318	0
490	320	0
1153	353	0
494	313	0
1195	369	0
499	307	0
1259	429	1
499	305	0
1247	432	1
1269	467	1
499	304	0
1282	447	1
1282	459	1
1265	560	1
499	304	0
1328	514	1
499	301	0
1320	517	1
500	302	0
1348	559	1
1370	544	1
498	303	0
1365	553	1
500	304	0
1365	543	1
499	304	0
1345	514	1
500	305	0
1332	510	1
1320	497	1
500	305	0
1292	509	1
1298	501	1
499	305	0
1270	481	1
1252	442	1
499	306	0
1241	440	1
497	306	0
1210	408	1
1220	406	1
497	307	0
1180	368	0
497	309	0
1167	342	0
1155	347	0
495	309	0
1110	312	0
1100	313	0
490	306	0
1068	277	0
1062	286	0
486	310	0
1002	257	0
486	312	0
961	247	0
487	312	0
926	241	0
485	312	0
909	236	0
485	314	0
891	254	0
898	235	0
483	314	0
874	263	0
475	318	0
880	257	0
474	326	0
892	265	0
470	328	0
899	276	0
469	322	0
966	300	0
944	294	0
469	320	0
996	323	0
466	321	0
1023	349	0
466	323	0
1059	377	0
470	326	0
1121	409	1
1103	400	0
472	327	0
1191	473	1
475	326	0
1206	496	1
476	326	0
1219	512	1
476	327	0
1280	537	1
1263	567	1
480	326	0
1257	607	1
482	326	0
486	325	0
488	324	0
487	326	0
1315	548	1
1332	560	1
486	329	0
1321	591	1
1299	535	1
485	334	0
1268	516	1
1273	510	1
485	335	0
1262	512	1
1273	510	1
485	331	0
1222	492	1
484	329	0
1184	452	1
485	328	0
1155	415	1
482	328	0
1133	381	0
483	327	0
1111	355	0
1120	351	0
484	327	0
1012	349	0
1116	347	0
486	329	0
1029	291	0
487	334	0
982	270	0
488	337	0
946	258	0
489	337	0
946	256	0
457	324	0
895	257	0
451	323	0
880	261	0
468	332	0
877	265	0
474	335	0
879	260	0
462	328	0
888	262	0
475	336	0
912	272	0
460	330	0
951	282	0
455	328	0
995	305	0
456	327	0
1033	324	0
453	323	0
1072	345	0
454	323	0
1112	378	0
463	323	0
1146	409	1
464	320	0
1218	440	1
1214	452	1
466	320	0
1218	473	1
1216	453	1
467	322	0
1245	491	1
467	322	0
1277	526	1
467	322	0
1303	526	1
1315	553	1
1290	632	1
470	322	0
1303	526	1
1315	552	1
1290	632	1
491	325	0
1319	537	1
491	324	0
1311	543	1
491	323	0
1303	530	1
473	316	0
1301	528	1
492	321	0
1277	500	1
1236	464	1
492	317	0
1244	476	1
1227	463	1
492	316	0
1206	433	1
492	315	0
1198	428	1
495	311	0
1141	365	0
496	312	0
1097	328	0
494	315	0
1063	302	0
492	315	0
1033	274	0
493	315	0
979	259	0
491	316	0
933	256	0
489	317	0
893	248	0
490	315	0
882	246	0
490	314	0
860	246	0
491	314	0
843	259	0
490	312	0
836	265	0
490	313	0
843	265	0
490	315	0
849	266	0
492	313	0
908	251	0
904	265	0
490	314	0
915	267	0
910	269	0
491	319	0
948	279	0
475	315	0
1010	295	0
475	317	0
1062	313	0
475	315	0
1103	338	0
492	319	0
1155	379	0
488	319	0
1197	403	1
1172	379	0
1181	400	1
485	316	0
1130	548	1
1214	409	1
1219	434	1
488	316	0
1256	468	1
1256	463	1
1231	540	1
488	316	0
1295	535	1
1269	485	1
490	314	0
1307	528	1
472	305	0
1337	531	1
473	305	0
472	304	0
472	305	0
1358	548	1
472	303	0
1340	541	1
474	305	0
1314	515	1
474	306	0
1303	510	1
1295	501	1
474	306	0
1256	472	1
1266	480	1
1248	573	1
1316	501	1
474	305	0
1279	480	1
1223	442	1
1256	470	1
473	303	0
1236	472	1
1185	408	1
1218	442	1
473	301	0
1175	393	1
474	304	0
1110	349	0
471	306	0
1122	329	0
1122	332	0
478	314	0
1086	304	0
478	315	0
1057	272	0
1046	279	0
483	317	0
998	255	0
489	370	0
958	243	0
470	275	0
475	325	0
919	245	0
480	326	0
894	242	0
482	321	0
873	253	0
479	324	0
858	258	0
479	325	0
859	259	0
480	326	0
862	259	0
480	328	0
876	261	0
467	320	0
907	263	0
483	329	0
944	266	0
484	330	0
974	280	0
484	327	0
1027	297	0
483	325	0
1081	334	0
467	316	0
1134	358	0
1140	351	0
468	316	0
1171	375	0
469	316	0
1220	406	1
1189	392	1
470	315	0
1252	451	1
1243	494	1
1299	472	1
469	316	0
1275	476	1
470	315	0
1303	506	1
472	314	0
1333	531	1
473	312	0
474	313	0
473	313	0
1374	544	1
487	319	0
1345	518	1
940	400	0
486	318	0
1336	521	1
940	400	0
470	311	0
1320	519	1
1303	505	1
930	402	0
471	313	0
1260	459	1
1292	503	1
1302	513	1
472	313	0
1265	471	1
1236	438	1
473	313	0
1185	404	1
1208	433	1
1257	451	1
489	319	0
1182	394	1
485	319	0
1161	368	0
484	320	0
1050	327	0
484	322	0
1075	301	0
485	322	0
1037	273	0
468	315	0
977	252	0
469	316	0
944	240	0
466	316	0
909	236	0
470	316	0
889	238	0
470	316	0
876	245	0
469	319	0
874	239	0
471	318	0
884	243	0
471	317	0
894	248	0
469	318	0
922	264	0
484	330	0
965	285	0
466	322	0
1013	298	0
469	322	0
1090	389	0
1060	326	0
474	321	0
1134	349	0
1121	355	0
478	320	0
1166	382	0
481	318	0
1205	416	1
482	312	0
1223	434	1
1248	470	1
1244	463	1
494	322	0
1267	537	1
1294	501	1
482	312	0
1358	540	1
481	311	0
484	312	0
1337	543	1
485	314	0
1358	539	1
497	319	0
1346	528	1
497	319	0
1337	529	1
481	313	0
1320	524	1
495	317	0
1296	510	1
494	321	0
1262	487	1
490	325	0
1244	467	1
1218	434	1
473	315	0
1193	424	1
1189	412	1
475	311	0
1163	392	1
480	310	0
1137	353	0
495	322	0
1099	325	0
483	312	0
1064	298	0
481	314	0
1010	269	0
477	315	0
958	259	0
474	312	0
916	244	0
473	316	0
886	247	0
472	317	0
860	248	0
473	315	0
842	259	0
473	312	0
835	259	0
473	330	0
838	260	0
391	246	0
475	331	0
845	266	0
390	247	0
489	317	0
863	266	0
475	333	0
886	266	0
387	251	0
486	320	0
941	280	0
488	322	0
1004	285	0
1012	290	0
480	321	0
1058	316	0
1049	374	0
476	325	0
1105	340	0
473	322	0
1130	337	0
1147	360	0
1148	347	0
477	326	0
1172	366	0
1204	404	1
1178	370	0
482	325	0
1245	445	1
479	323	0
1258	454	1
1273	472	1
479	319	0
1300	475	1
479	317	0
1324	510	1
479	319	0
482	321	0
1379	556	1
484	323	0
1379	554	1
484	322	0
1366	564	1
484	317	0
1341	510	1
483	317	0
1331	521	1
483	316	0
1304	511	1
1290	468	1
483	315	0
1273	490	1
1252	463	1
483	318	0
1250	458	1
483	319	0
1215	420	1
481	315	0
1178	384	1
478	314	0
1141	348	0
477	315	0
1093	315	0
531	247	0
477	318	0
1047	282	0
477	318	0
997	265	0
477	316	0
955	247	0
477	316	0
911	250	0
477	316	0
885	243	0
477	316	0
864	243	0
477	314	0
849	256	0
479	314	0
848	264	0
478	316	0
857	264	0
480	316	0
876	264	0
480	316	0
912	271	0
477	319	0
954	282	0
476	319	0
1002	283	0
477	319	0
1061	313	0
478	319	0
1100	337	0
478	320	0
1151	358	0
1121	333	0
480	319	0
1201	396	1
481	317	0
1254	442	1
481	315	0
1265	459	1
1269	468	1
1236	543	1
481	313	0
1316	510	1
481	313	0
1319	506	1
483	316	0
1345	531	1
483	315	0
483	315	0
483	316	0
1324	649	1
1362	544	1
1358	539	1
482	315	0
1328	505	1
482	315	0
1321	519	1
481	316	0
1305	500	1
1278	468	1
481	317	0
1261	483	1
1248	455	1
481	317	0
1241	453	1
1214	421	1
481	316	0
1235	449	1
1214	423	1
480	315	0
1172	384	1
1166	379	0
480	315	0
1138	349	0
1123	345	0
478	317	0
1080	308	0
493	324	0
1031	282	0
477	318	0
992	259	0
475	319	0
942	252	0
536	241	0
489	327	0
913	251	0
488	329	0
912	249	0
476	320	0
872	249	0
477	320	0
852	257	0
478	319	0
851	267	0
479	318	0
850	270	0
480	321	0
868	275	0
479	322	0
875	276	0
480	322	0
955	286	0
940	302	0
479	323	0
1016	301	0
1024	357	0
494	334	0
1029	405	0
1039	316	0
491	335	0
1096	334	0
491	335	0
1166	347	0
1155	360	0
492	336	0
1172	351	0
1155	360	0
478	327	0
1254	431	1
492	335	0
1260	438	1
479	324	0
1296	495	1
493	331	0
1317	502	1
495	327	0
495	325	0
496	326	0
1375	548	1
497	327	0
1366	526	1
1366	607	1
497	325	0
1341	518	1
495	324	0
1320	505	1
1328	501	1
496	323	0
1292	489	1
1286	489	1
496	324	0
1284	486	1
1286	489	1
496	324	0
1279	484	1
1218	442	1
495	324	0
1206	417	1
1221	434	1
1214	425	1
493	324	0
1181	386	1
494	323	0
1181	385	1
476	318	0
1112	327	0
475	317	0
1111	320	0
1105	320	0
474	318	0
1019	269	0
473	320	0
976	252	0
474	323	0
932	242	0
475	324	0
929	242	0
493	333	0
878	247	0
475	327	0
873	248	0
476	326	0
844	256	0
475	323	0
847	263	0
474	323	0
856	269	0
475	324	0
861	267	0
476	326	0
917	277	0
476	328	0
926	278	0
475	329	0
1005	304	0
475	327	0
1012	308	0
474	328	0
1111	349	0
1117	351	0
474	328	0
1111	350	0
1121	353	0
473	327	0
1197	403	1
473	327	0
1202	409	1
475	324	0
1252	472	1
478	325	0
1298	502	1
476	323	0
477	324	0
477	321	0
1379	548	1
1054	649	1
477	320	0
1381	550	1
1054	649	1
477	317	0
1358	527	1
477	318	0
1324	514	1
495	323	0
1313	514	1
477	319	0
1292	506	1
476	319	0
1260	482	1
1252	468	1
476	319	0
1253	477	1
1252	468	1
493	323	0
1185	402	1
492	324	0
1163	375	0
492	324	0
1124	342	0
492	324	0
1117	338	0
493	328	0
1040	284	0
493	327	0
994	259	0
494	330	0
946	246	0
492	336	0
905	246	0
476	328	0
881	247	0
477	329	0
858	251	0
493	335	0
850	252	0
492	335	0
850	252	0
476	329	0
858	266	0
477	332	0
872	267	0
477	333	0
898	266	0
477	334	0
904	266	0
478	332	0
1020	290	0
1012	279	0
478	331	0
1105	379	0
1056	312	0
478	331	0
1098	332	0
1072	326	0
477	331	0
1098	334	0
1074	349	0
478	330	0
1180	379	0
1199	391	1
1208	388	1
495	335	0
1231	417	1
1243	423	1
1249	411	1
494	334	0
1262	435	1
478	328	0
1301	475	1
479	329	0
1343	536	1
495	335	0
494	332	0
479	326	0
479	327	0
1370	518	1
496	334	0
482	325	0
1332	516	1
483	325	0
1332	516	1
482	324	0
1288	510	1
1282	464	1
482	320	0
1244	438	1
1258	476	1
1293	551	1
481	320	0
1230	445	1
1197	430	1
480	321	0
1185	393	1
480	320	0
1150	365	0
495	328	0
1102	337	0
1121	333	0
494	328	0
1061	299	0
478	328	0
1024	273	0
478	329	0
972	259	0
495	335	0
922	247	0
495	335	0
902	235	0
481	329	0
886	231	0
877	242	0
479	330	0
865	233	0
861	244	0
497	336	0
842	247	0
498	336	0
839	268	0
498	337	0
848	276	0
499	337	0
873	275	0
496	338	0
914	273	0
494	338	0
950	291	0
493	338	0
1007	307	0
973	315	0
493	338	0
1043	332	0
492	338	0
1097	356	0
492	338	0
1124	382	0
494	332	0
1197	429	1
495	330	0
1246	480	1
495	330	0
1276	492	1
495	330	0
1296	506	1
497	331	0
1328	556	1
481	326	0
494	330	0
499	330	0
1375	552	1
1391	599	1
484	324	0
1345	535	1
484	324	0
1332	539	1
485	326	0
1310	529	1
485	327	0
1281	510	1
1273	493	1
500	334	0
1256	481	1
1248	463	1
484	327	0
1236	467	1
1210	446	1
481	327	0
1210	423	1
1200	425	1
496	338	0
1173	385	1
1159	389	1
495	337	0
1130	350	0
494	337	0
1077	320	0
1065	331	0
494	337	0
1054	287	0
1048	297	0
492	338	0
1009	276	0
491	337	0
1018	267	0
1014	280	0
491	337	0
933	248	0
477	330	0
902	245	0
477	328	0
867	249	0
477	329	0
864	250	0
478	330	0
844	261	0
476	330	0
846	263	0
474	330	0
852	265	0
474	330	0
862	269	0
473	331	0
892	267	0
472	342	0
940	274	0
936	282	0
384	248	0
475	329	0
995	284	0
476	329	0
1059	301	0
477	326	0
1100	322	0
477	326	0
1104	326	0
479	329	0
1167	367	0
479	328	0
1245	412	1
480	325	0
1266	439	1
1248	438	1
479	323	0
1256	429	1
1248	438	1
480	325	0
1320	514	1
1324	518	1
479	326	0
1341	552	1
1313	507	1
480	325	0
1345	539	1
478	325	0
1345	533	1
479	322	0
1341	531	1
478	321	0
1337	531	1
477	317	0
1307	506	1
1290	493	1
1333	599	1
494	321	0
1296	497	1
1286	484	1
493	322	0
1261	475	1
495	323	0
1237	443	1
496	323	0
1227	412	1
1216	412	1
495	323	0
1169	373	0
494	324	0
1135	341	0
494	324	0
1130	337	0
490	327	0
1040	286	0
491	328	0
996	262	0
491	329	0
946	246	0
476	323	0
913	239	0
476	324	0
881	243	0
476	324	0
856	246	0
477	325	0
837	252	0
477	326	0
831	260	0
477	330	0
826	266	0
477	331	0
832	267	0
477	331	0
842	267	0
477	332	0
849	267	0
478	331	0
905	273	0
478	332	0
964	276	0
978	267	0
479	331	0
1018	293	0
479	329	0
1057	310	0
479	329	0
1114	344	0
479	331	0
1020	349	0
1170	362	0
1174	357	0
480	329	0
1218	383	1
1189	370	0
481	327	0
1222	387	1
480	323	0
1266	439	1
480	321	0
1275	465	1
496	326	0
1341	514	1
495	344	0
1379	539	1
474	276	0
496	329	0
497	328	0
496	328	0
1391	535	1
496	327	0
1391	561	1
1362	527	1
494	327	0
1332	501	1
1362	501	1
493	326	0
1362	501	1
1334	501	1
1350	590	1
496	328	0
1296	487	1
1282	463	1
498	328	0
1281	468	1
496	329	0
1223	412	1
1252	438	1
1283	448	1
496	329	0
1223	412	1
1252	438	1
1280	443	1
495	329	0
1193	364	0
1172	368	0
495	329	0
1185	358	0
1172	368	0
494	329	0
1108	311	0
493	331	0
1070	274	0
1058	288	0
494	333	0
1014	261	0
498	333	0
973	249	0
499	334	0
931	239	0
499	334	0
902	241	0
496	334	0
871	249	0
494	333	0
856	254	0
481	330	0
853	264	0
499	335	0
855	266	0
493	336	0
863	267	0
339	238	0
492	336	0
866	267	0
336	238	0
489	337	0
915	263	0
492	339	0
976	266	0
980	267	0
492	338	0
1015	277	0
493	338	0
1045	295	0
478	330	0
1099	322	0
479	331	0
1103	326	0
482	328	0
1185	362	0
1208	372	1
1217	366	0
499	333	0
1236	388	1
1235	392	1
1253	484	1
499	332	0
1278	434	1
499	330	0
1274	590	1
1307	451	1
497	327	0
1345	510	1
496	326	0
1345	510	1
498	327	0
498	328	0
499	331	0
1392	560	1
1391	548	1
499	332	0
1381	590	1
1391	545	1
496	332	0
1359	542	1
489	328	0
1344	521	1
483	279	0
504	374	0
1301	489	1
1299	472	1
481	278	0
497	333	0
1280	467	1
1252	442	1
498	331	0
1312	439	1
1206	412	1
498	332	0
1233	401	1
500	332	0
1187	365	0
501	333	0
1144	329	0
501	333	0
1097	297	0
500	333	0
1046	271	0
499	332	0
1001	255	0
498	331	0
996	253	0
496	332	0
922	246	0
480	329	0
895	263	0
900	237	0
497	338	0
877	264	0
886	240	0
497	340	0
876	264	0
883	241	0
496	338	0
839	362	0
874	248	0
879	235	0
495	338	0
869	241	0
839	362	0
492	338	0
870	258	0
492	339	0
881	264	0
497	381	0
913	275	0
483	289	0
482	338	0
943	297	0
484	338	0
999	306	0
999	311	0
491	339	0
1033	335	0
490	340	0
1099	347	0
1100	356	0
488	337	0
1135	385	0
487	337	0
1185	399	1
489	336	0
1204	440	1
1189	442	1
1271	463	1
490	336	0
1250	481	1
1256	480	1
491	336	0
1248	480	1
1256	480	1
478	331	0
1310	530	1
478	331	0
1315	534	1
478	330	0
1344	540	1
479	331	0
1356	540	1
479	331	0
1348	560	1
478	331	0
1322	525	1
1324	501	1
478	330	0
1277	493	1
1273	476	1
478	328	0
1277	503	1
1257	476	1
478	327	0
1269	477	1
1261	476	1
479	328	0
1269	466	1
1172	400	1
1168	417	1
496	330	0
1268	463	1
1185	412	1
1168	417	1
495	333	0
1162	369	0
488	332	0
1134	339	0
1123	347	0
497	375	0
1123	346	0
1131	335	0
480	286	0
491	337	0
1049	287	0
491	339	0
1044	284	0
492	341	0
955	256	0
490	342	0
915	250	0
489	340	0
880	246	0
489	337	0
857	251	0
491	337	0
839	254	0
491	337	0
832	270	0
492	337	0
832	274	0
491	337	0
833	277	0
493	340	0
852	274	0
492	357	0
882	275	0
476	288	0
479	337	0
927	272	0
473	333	0
931	273	0
